name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
kenya,2017-12-09,76.8,62.6,67.5,76.8,62.6,67.5,58.5,74.5,0,0,0,,0,0,27.3,22.3,55.4,1019,83.8,6.4,220.2,19,8,,2017-12-09T06:19:19,2017-12-09T18:30:53,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-10,75.2,60.1,66.8,75.2,60.1,66.8,53.2,63.1,0,0,0,,0,0,29.8,20,45.5,1019.8,49.7,6.3,272.5,23.7,10,,2017-12-10T06:19:45,2017-12-10T18:31:20,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-11,73.4,58.6,65.7,73.4,58.6,65.7,53,64.3,0,0,0,,0,0,29.1,19.9,53.5,1021.1,49.5,6.4,274.3,23.8,9,,2017-12-11T06:20:12,2017-12-11T18:31:49,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-12,77.2,60.8,68,77.2,60.8,68,53.7,61.6,0,0,0,,0,0,28.2,17,56.5,1021.5,43.8,6.3,312.5,27,10,,2017-12-12T06:20:39,2017-12-12T18:32:17,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-13,77,59,67.4,77,59,67.4,52.3,60.6,0,0,0,,0,0,26.6,15.7,45.8,1021.4,35.1,6.6,290.5,25.1,10,,2017-12-13T06:21:07,2017-12-13T18:32:46,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-14,80.7,60.5,69.9,80.1,60.5,69.7,52.5,56.7,0,0,0,,0,0,24.6,20,50.3,1020.5,46.2,6.4,271.8,23.5,10,,2017-12-14T06:21:35,2017-12-14T18:33:15,0.87,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-15,80.6,64.1,71.1,80.6,64.1,71.1,54.9,57.9,0,0,0,,0,0,22.4,13.7,45,1020.1,44.3,6.5,243.6,21.1,8,,2017-12-15T06:22:03,2017-12-15T18:33:44,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-16,80.8,64.2,71.3,79.7,64.2,71.1,52.4,54,0.024,100,4.17,rain,0,0,26.4,22,61.1,1020,46.3,6.5,256.6,22.3,8,,2017-12-16T06:22:32,2017-12-16T18:34:13,0.94,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-17,80.7,62.4,70.2,80.4,62.4,70.2,56,62.8,0.004,100,4.17,rain,0,0,29.3,19.3,49.3,1020.7,64,6.4,232.2,20.2,8,,2017-12-17T06:23:01,2017-12-17T18:34:43,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-18,78.8,60.9,68.1,78.8,60.9,68.1,56.1,67.8,0,0,0,,0,0,32.4,23,47.6,1020.4,61.2,6.5,267,23.2,9,,2017-12-18T06:23:30,2017-12-18T18:35:12,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2017-12-19,73.4,60.8,65.6,73.4,60.8,65.6,58.8,79.8,0.244,100,8.33,rain,0,0,34,22.5,50.8,1020.4,74.3,6.3,231,20.1,8,,2017-12-19T06:23:59,2017-12-19T18:35:42,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-20,77,60.6,66.1,77,60.6,66.1,56.1,71.9,0,0,0,,0,0,33.8,17.4,40.5,1021.8,54.8,6.5,274.6,23.8,9,,2017-12-20T06:24:29,2017-12-20T18:36:12,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-21,75.4,59,66.8,75.4,59,66.8,53,63.8,0,0,0,,0,0,32.2,22.5,46,1021.6,61.6,6.6,284.2,24.6,9,,2017-12-21T06:24:58,2017-12-21T18:36:42,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-22,75.3,58.8,66.2,75.3,58.8,66.2,54.3,67.4,0,0,0,,0,0,29.5,19.3,50.8,1021.1,63.3,6.5,282.1,24.3,9,,2017-12-22T06:25:28,2017-12-22T18:37:11,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-23,78.8,59,68.1,78.8,59,68.1,51,57.6,0,0,0,,0,0,29.3,18,43.6,1019.8,38.7,6.3,265,22.8,10,,2017-12-23T06:25:58,2017-12-23T18:37:41,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-24,80.7,56.9,68.6,79.8,56.9,68.5,48.8,52.1,0,0,0,,0,0,27.5,19,44.1,1019.1,26.7,6.4,299.6,25.9,10,,2017-12-24T06:26:28,2017-12-24T18:38:11,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-25,79,62.8,70.1,79,62.8,70.1,46.5,45.5,0,0,0,,0,0,28.4,14.2,39.2,1019.8,59.9,6.5,272.9,23.5,9,,2017-12-25T06:26:58,2017-12-25T18:38:40,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-26,79,60.6,69.7,79,60.6,69.7,48.8,48.4,0,0,0,,0,0,28.9,22,47.3,1020.1,53.6,6.3,283.2,24.5,9,,2017-12-26T06:27:28,2017-12-26T18:39:09,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-27,80.6,55.5,67.9,80.1,55.5,67.9,50.1,55.8,0,0,0,,0,0,31.8,18.3,38.7,1019.1,23.9,6.9,298.2,25.8,10,,2017-12-27T06:27:57,2017-12-27T18:39:38,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-28,80.8,60.5,69.2,80.1,60.5,69.1,50.6,55.4,0,0,0,,0,0,31.8,21.8,50.7,1019.3,42.3,6.5,306.3,26.5,10,,2017-12-28T06:28:27,2017-12-28T18:40:07,0.34,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-29,82.4,59,69.8,80.8,59,69.6,51.9,55.7,0,0,0,,0,0,29.8,16.1,34.9,1020.2,49,6.4,253.5,21.9,9,,2017-12-29T06:28:57,2017-12-29T18:40:36,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-30,80.6,59,69.2,79.9,59,69.2,51.7,57.2,0,0,0,,0,0,30,17,55.1,1019.9,50.4,6.4,275,23.8,9,,2017-12-30T06:29:26,2017-12-30T18:41:04,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-12-31,81.1,59.1,70,80.2,59.1,69.9,52.4,56.6,0,0,0,,0,0,20.6,12.8,40.8,1019.3,53.5,7,257.2,22.1,9,,2017-12-31T06:29:55,2017-12-31T18:41:32,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2018-01-01,81,60.8,70.1,79.9,60.8,70,52.1,55.3,0,0,0,,0,0,17.7,11.4,328.9,1018.6,56,6.6,263.5,22.6,9,,2018-01-01T06:30:24,2018-01-01T18:42:00,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-02,80.8,60.9,68.5,80.4,60.9,68.4,56.2,66.2,0.012,100,8.33,rain,0,0,15.7,19.5,197.9,1017.9,83.7,6.3,245.8,21.2,9,,2018-01-02T06:30:53,2018-01-02T18:42:27,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2018-01-03,78.8,64.4,68.6,78.8,64.4,68.6,57.8,69.9,0.028,100,16.67,rain,0,0,16.8,11.7,329.9,1017.9,88.5,6.3,217.6,18.9,9,,2018-01-03T06:31:21,2018-01-03T18:42:54,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2018-01-04,73.2,60.8,65.2,73.2,60.8,65.2,58.9,81.9,0.314,100,8.33,rain,0,0,17.9,12.7,335.3,1019.3,91.1,6.2,155.1,13.3,6,,2018-01-04T06:31:49,2018-01-04T18:43:21,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-05,79,58.8,69,79,58.8,69,55.6,65.9,0,0,0,,0,0,16.3,17.7,43.4,1018.3,84.2,6.3,222.8,19.2,8,,2018-01-05T06:32:17,2018-01-05T18:43:47,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-06,77.2,62.8,69.6,77.2,62.8,69.6,53.8,58.6,0,0,0,,0,0,19.7,15,40.6,1018,87.2,6.5,226.8,19.7,9,,2018-01-06T06:32:45,2018-01-06T18:44:13,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-07,77.2,61.1,69.1,77.2,61.1,69.1,51.4,55.9,0,0,0,,0,0,16.8,11.6,38.8,1018.8,83.8,6.3,231.4,20,8,,2018-01-07T06:33:12,2018-01-07T18:44:38,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-08,80.8,57.7,69.7,79.7,57.7,69.7,49,51,0,0,0,,0,0,15.7,14.6,37.5,1019.1,49.9,6.2,247.6,21.4,9,,2018-01-08T06:33:38,2018-01-08T18:45:02,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-09,79,62.6,69.9,79,62.6,69.9,52.4,55.8,0,0,0,,0,0,15.7,9.9,35.4,1019.9,88,6.3,242.8,21,9,,2018-01-09T06:34:04,2018-01-09T18:45:26,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-10,77.5,60.8,68.5,77.5,60.8,68.5,54.7,63.8,0.016,100,4.17,rain,0,0,21.7,11.7,24.6,1019.6,88.2,6.3,219.8,18.8,8,,2018-01-10T06:34:30,2018-01-10T18:45:49,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-11,77,60.6,68.5,77,60.6,68.5,53.1,60.2,0,0,0,,0,0,24.6,15.7,51.5,1019.4,86.1,6.3,209.8,18,8,,2018-01-11T06:34:55,2018-01-11T18:46:12,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-12,75.6,60.8,68,75.6,60.8,68,54.2,63.6,0,0,0,,0,0,25.1,19.7,54.3,1020,79.5,6.3,240.6,20.8,8,,2018-01-12T06:35:20,2018-01-12T18:46:34,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-13,75.4,60.8,67.9,75.4,60.8,67.9,50.2,54.2,0,0,0,,0,0,22.8,14.6,41.8,1020.1,56.7,6.4,273.1,23.6,9,,2018-01-13T06:35:44,2018-01-13T18:46:56,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-14,80.6,57.3,68.3,79.5,57.3,68.3,47.1,48.9,0,0,0,,0,0,20.8,15.7,40.1,1019.4,37.6,6.3,290.5,24.9,10,,2018-01-14T06:36:07,2018-01-14T18:47:17,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-15,80.8,56.8,70.2,79.4,56.8,70,45,42.2,0,0,0,,0,0,21.5,20.4,42.9,1019.7,62.5,6.2,292.2,25.2,10,,2018-01-15T06:36:30,2018-01-15T18:47:37,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-16,84.2,57.2,69.6,81.6,57.2,69.2,49.1,51.6,0,0,0,,0,0,19.5,17.1,38.1,1019.2,40,6.5,295.1,25.5,10,,2018-01-16T06:36:52,2018-01-16T18:47:56,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-17,81.4,58.4,69.9,80.4,58.4,69.7,52.3,56.1,0,0,0,,0,0,23.7,20.3,55.8,1018.3,27.6,6.3,275.4,23.7,10,,2018-01-17T06:37:14,2018-01-17T18:48:15,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-18,84.4,58.8,71.2,81.7,58.8,70.8,51.8,54.7,0,0,0,,0,0,23.5,17.8,40.5,1018.4,51.7,6.2,279.1,24.2,10,,2018-01-18T06:37:35,2018-01-18T18:48:33,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-19,82.5,64.2,72.2,81.5,64.2,72.1,55.7,59,0,0,0,,0,0,25.1,15.9,58,1018.2,74.5,6.3,270.8,23.3,9,,2018-01-19T06:37:55,2018-01-19T18:48:50,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-20,80.6,60.9,70.1,79.7,60.9,70,54.8,61.9,0,0,0,,0,0,25.9,24.6,54.1,1019.6,48.5,6.3,277.8,23.9,9,,2018-01-20T06:38:15,2018-01-20T18:49:06,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-21,81,58.4,70.2,79.4,58.4,70.1,47.6,49.2,0,0,0,,0,0,27.7,20.5,56.3,1019.8,20.6,6.4,310.1,27.1,10,,2018-01-21T06:38:34,2018-01-21T18:49:22,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-22,82.2,55.4,69.2,80.6,55.4,69,49.2,51.1,0,0,0,,0,0,32.9,20.7,54.7,1019.2,17.5,6.3,307.4,26.6,10,,2018-01-22T06:38:52,2018-01-22T18:49:37,0.18,Clear,Clear conditions throughout the day.,clear-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-23,82.4,60.1,69.9,80.2,60.1,69.6,48.2,51.2,0,0,0,,0,0,30.2,42.4,48,1018.5,28.9,6.4,294.6,25.6,10,,2018-01-23T06:39:09,2018-01-23T18:49:51,0.22,Partially cloudy,Partly cloudy throughout the day.,wind,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2018-01-24,82.6,58.2,70,80.8,58.2,69.7,51.5,56,0,0,0,,0,0,24.8,17.1,62.1,1018,39.8,6.3,290.1,25.2,10,,2018-01-24T06:39:26,2018-01-24T18:50:04,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-25,82.8,62.4,69.7,81.3,62.4,69.5,55.3,63.1,0.079,100,4.17,rain,0,0,20.8,21.9,24.9,1018.2,78.2,6.2,267.7,23,9,,2018-01-25T06:39:42,2018-01-25T18:50:16,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-26,81.1,62.6,69.1,81.1,62.6,69.1,58.8,71.4,0.079,100,4.17,rain,0,0,21.5,14.1,240,1018.5,86.9,6.3,233.6,20.2,10,,2018-01-26T06:39:57,2018-01-26T18:50:28,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-27,81,60.1,70.9,80,60.1,70.7,54.9,61.1,0,0,0,,0,0,30.6,17.4,64.7,1018.5,62.1,6.3,276.8,24,9,,2018-01-27T06:40:12,2018-01-27T18:50:39,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-28,82.6,61,71.4,80.4,61,71,52,56.5,0,0,0,,0,0,27.7,19.9,67.8,1018.5,48.1,6.3,296.7,25.6,10,,2018-01-28T06:40:25,2018-01-28T18:50:48,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-29,84.6,57.2,71.5,81.6,57.2,70.9,46.4,47.1,0,0,0,,0,0,27.1,17.6,43.5,1018.7,15.8,6.8,312.5,27,10,,2018-01-29T06:40:38,2018-01-29T18:50:57,0.42,Clear,Clear conditions throughout the day.,clear-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-30,82.8,62.3,72,80.8,62.3,71.6,49.6,47.7,0,0,0,,0,0,27.5,17.1,47.4,1018.9,54.9,6.4,281.8,24.3,10,,2018-01-30T06:40:50,2018-01-30T18:51:06,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-01-31,80.8,60.8,70.7,80.2,60.8,70.7,52.3,53.4,0,0,0,,0,0,29.1,17.4,54.6,1019.3,61.5,6.5,263.7,22.6,9,,2018-01-31T06:41:01,2018-01-31T18:51:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-01,80.8,60.6,70.4,79.7,60.6,70.3,53.3,58.2,0,0,0,,0,0,30.4,20.4,47.8,1019.1,42.2,6.3,321.4,27.8,10,,2018-02-01T06:41:12,2018-02-01T18:51:19,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-02,80.6,59,69,79.9,59,69,53.5,61,0,0,0,,0,0,32,22.5,57.7,1019.3,25.1,6.5,317.3,27.4,10,,2018-02-02T06:41:21,2018-02-02T18:51:25,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-03,81,57.2,69.6,79.4,57.2,69.4,47.8,50.7,0,0,0,,0,0,29.1,24.4,52.9,1019.9,14.3,6.8,323.8,27.9,10,,2018-02-03T06:41:30,2018-02-03T18:51:30,0.59,Clear,Clear conditions throughout the day.,clear-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-04,82.4,57.2,70.3,80.5,57.2,69.9,50,52.6,0,0,0,,0,0,27.7,20.4,49.6,1019.2,20.6,6.4,300,25.8,10,,2018-02-04T06:41:38,2018-02-04T18:51:34,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-05,80.6,62.4,71.4,80.3,62.4,71.3,54,55.8,0,0,0,,0,0,30,22.4,47.1,1019.1,52.9,6.3,289.8,25,10,,2018-02-05T06:41:46,2018-02-05T18:51:37,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-06,80.8,64,71.2,80.2,64,71.2,53.9,56.1,0,0,0,,0,0,30,22.3,54.9,1019,49.9,6.5,260.3,22.6,8,,2018-02-06T06:41:52,2018-02-06T18:51:39,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-07,80.6,59,69.8,79.9,59,69.6,50.1,52.3,0,0,0,,0,0,30.2,22.5,43.7,1019.2,39.2,6.5,276.5,23.9,10,,2018-02-07T06:41:58,2018-02-07T18:51:41,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-08,79.2,58.7,68.5,79.2,58.7,68.5,43.5,42.8,0,0,0,,0,0,29.5,20.9,52.7,1019.4,41,6.6,329.3,28.6,10,,2018-02-08T06:42:03,2018-02-08T18:51:41,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-09,80.8,55.6,69.1,79.2,55.6,69,42.6,42.3,0,0,0,,0,0,28.6,20.3,48.8,1019.2,53.5,6.5,312.5,27,10,,2018-02-09T06:42:07,2018-02-09T18:51:41,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-10,82.6,62.4,70.6,80.7,62.4,70.3,51.2,53.3,0,0,0,,0,0,32.7,22.4,63.3,1018.3,61.1,6.3,322.6,27.8,10,,2018-02-10T06:42:10,2018-02-10T18:51:40,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-11,80.8,60.6,69.5,79.7,60.6,69.4,54.2,61.2,0,0,0,,0,0,31.1,27.5,57,1020.3,70.1,6.3,272.1,23.6,10,,2018-02-11T06:42:13,2018-02-11T18:51:38,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-12,80.2,62.3,69.5,79.7,62.3,69.5,53.6,60.1,0,0,0,,0,0,32,24.1,62.1,1021.9,67.3,6.2,268.1,23,10,,2018-02-12T06:42:14,2018-02-12T18:51:36,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-13,80.8,58.8,69,79.8,58.8,68.9,52.5,58.6,0,0,0,,0,0,32,24.6,64.9,1022.6,57.7,6.3,243.8,21,8,,2018-02-13T06:42:15,2018-02-13T18:51:32,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-14,82,62.6,70.4,80.8,62.6,70.3,54.4,59.8,0,0,0,,0,0,31.3,20.5,72.6,1021.6,80.5,6.3,239.8,20.8,9,,2018-02-14T06:42:16,2018-02-14T18:51:28,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-15,77.2,60.6,69.1,77.2,60.6,69.1,54.9,63,0,0,0,,0,0,30.9,22.3,70,1021.6,64.1,6.5,268.3,23.1,10,,2018-02-15T06:42:15,2018-02-15T18:51:23,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-16,80.8,60.6,69.6,80,60.6,69.6,54,61.1,0,0,0,,0,0,30.9,23.1,55.2,1021.7,70.8,6.3,272.2,23.6,9,,2018-02-16T06:42:14,2018-02-16T18:51:18,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-17,80.5,64.4,71.1,79.9,64.4,71,54.4,57.2,0,0,0,,0,0,29.8,22,65.1,1020.5,67.1,6.3,283.4,24.4,9,,2018-02-17T06:42:12,2018-02-17T18:51:12,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-18,80.8,60.6,70.9,80.2,60.6,70.9,55.1,59.3,0,0,0,,0,0,29.3,20.7,59.3,1019.1,67.8,6.7,264.2,22.9,9,,2018-02-18T06:42:10,2018-02-18T18:51:04,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-19,84.2,64,72.2,83.3,64,72.1,57,61,0,0,0,,0,0,28,30.8,56,1018.5,74.7,6.3,274.2,23.5,10,,2018-02-19T06:42:07,2018-02-19T18:50:57,0.12,Partially cloudy,Partly cloudy throughout the day.,wind,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-20,82.4,64.1,71.5,82,64.1,71.5,58.4,66,0.004,100,4.17,rain,0,0,27.3,23.2,74.9,1018.3,72.6,6.4,256.5,22.2,9,,2018-02-20T06:42:03,2018-02-20T18:50:48,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-21,86.1,64.1,74.2,83.4,64.1,73.7,53.5,52.4,0,0,0,,0,0,28.9,18.3,65.8,1017.3,40.8,6.4,312.3,26.9,10,,2018-02-21T06:41:58,2018-02-21T18:50:39,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63740099999,63742099999"
kenya,2018-02-22,84.3,64.5,73.7,82.7,64.5,73.4,53.7,52.8,0,0,0,,0,0,28.2,20,61.5,1016.6,56.8,6.3,291.3,25.2,10,,2018-02-22T06:41:53,2018-02-22T18:50:30,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-23,84.4,64.4,73.6,82.2,64.4,73.2,53.1,52.2,0,0,0,,0,0,30.9,22.4,63.1,1016.3,66.2,6.3,302,26,10,,2018-02-23T06:41:47,2018-02-23T18:50:19,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2018-02-24,84.6,62.4,73.7,81.9,62.4,73.1,52.2,53.2,0,0,0,,0,0,31.5,22.3,73.5,1017.9,46,6.3,320.2,27.6,10,,2018-02-24T06:41:41,2018-02-24T18:50:08,0.3,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-25,86,64.4,75.1,82.8,64.4,74.4,52.5,50.1,0,0,0,,0,0,28,21.9,67.1,1018.3,62.4,6.3,301.9,26.2,10,,2018-02-25T06:41:34,2018-02-25T18:49:57,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2018-02-26,87.8,62.6,76.1,84.4,62.6,75.3,51.5,46.3,0,0,0,,0,0,28.2,19.4,60.6,1017.8,36.9,6.3,313.4,27.1,10,,2018-02-26T06:41:26,2018-02-26T18:49:45,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2018-02-27,86.2,64,74.9,83.2,64,74.3,52.3,48.4,0,0,0,,0,0,29.1,20.5,71.4,1018.2,52.1,6.4,293.4,25.3,10,,2018-02-27T06:41:18,2018-02-27T18:49:32,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
