name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
kenya,2017-06-02,79,59,67.9,79,59,67.9,58.9,74.9,0,0,0,,0,0,16.6,14.1,107.8,1023.4,60.7,6.5,205.4,17.5,7,,2017-06-02T06:29:12,2017-06-02T18:32:13,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-03,78.8,61.3,68.8,78.8,61.3,68.8,58,71.2,0,0,0,,0,0,18.1,16.8,110.7,1023.5,70.9,6.5,219,19,7,,2017-06-03T06:29:23,2017-06-03T18:32:22,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-04,77.2,60.8,67.5,77.2,60.8,67.5,57.6,72.4,0,0,0,,0,0,17.7,11.6,91.9,1023.3,82.3,6.4,207,17.9,7,,2017-06-04T06:29:34,2017-06-04T18:32:32,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-05,77,59.5,66.9,77,59.5,66.9,56.7,71.7,0,0,0,,0,0,16.1,11.4,107.9,1023.2,77.3,6.5,219.2,18.9,7,,2017-06-05T06:29:45,2017-06-05T18:32:42,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-06,77.2,60.8,67.9,77.2,60.8,67.9,56.4,68.9,0,0,0,,0,0,17,16.3,85.1,1023,80.7,6.4,182.4,15.7,6,,2017-06-06T06:29:56,2017-06-06T18:32:52,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-07,77,59,66.9,77,59,66.9,56.2,70.6,0,0,0,,0,0,17.7,11.9,92.9,1022.3,58.7,6.3,251.5,21.7,9,,2017-06-07T06:30:08,2017-06-07T18:33:03,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-08,80.6,57,66.7,80.8,57,66.7,57.4,74.1,0,0,0,,0,0,16.1,13.7,69.9,1021.2,63.6,6.2,250.1,21.5,9,,2017-06-08T06:30:19,2017-06-08T18:33:14,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-09,79,58.8,68.5,79,58.8,68.5,57.1,69.4,0,0,0,,0,0,18.8,20,103,1022.3,64.8,6.5,229.7,19.9,8,,2017-06-09T06:30:32,2017-06-09T18:33:25,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-10,77,59.1,67,77,59.1,67,55.2,67.9,0,0,0,,0,0,21.7,13.5,125.1,1023.1,68.2,6.4,193.9,16.7,7,,2017-06-10T06:30:44,2017-06-10T18:33:37,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-11,77,57.2,66.4,77,57.2,66.4,53,64.8,0,0,0,,0,0,24.8,15,101.5,1022.6,60.2,6.6,276.7,24,9,,2017-06-11T06:30:56,2017-06-11T18:33:48,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-12,75.4,51.8,65.2,75.4,51.8,65.2,54.1,69.9,0,0,0,,0,0,25.3,14.9,103.4,1021.8,54.1,6.4,205,17.7,7,,2017-06-12T06:31:09,2017-06-12T18:34:00,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2017-06-13,75.2,57.2,66.5,75.2,57.2,66.5,54.8,68.3,0,0,0,,0,0,21.5,14.5,127,1021.7,63.9,6.3,181.1,15.7,8,,2017-06-13T06:31:22,2017-06-13T18:34:13,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-14,75.6,60.8,67.1,75.6,60.8,67.1,55.1,67.3,0,0,0,,0,0,19.7,15.1,118.2,1021.8,82.9,6.3,174.2,14.9,6,,2017-06-14T06:31:35,2017-06-14T18:34:25,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-15,75.4,58.8,66.5,75.4,58.8,66.5,55,69,0,0,0,,0,0,20.1,11.4,112.5,1022,81.3,6.3,196.9,17,6,,2017-06-15T06:31:48,2017-06-15T18:34:38,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-16,75.3,59,66.2,75.3,59,66.2,54,67.6,0,0,0,,0,0,22.4,11.2,90.7,1021.8,80.3,6.3,196,16.9,6,,2017-06-16T06:32:01,2017-06-16T18:34:50,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2017-06-17,73.4,55.5,65.1,73.4,55.5,65.1,51.8,63.3,0,0,0,,0,0,20.8,11.6,110.3,1021.4,82.2,6.4,178.9,15.6,6,,2017-06-17T06:32:14,2017-06-17T18:35:03,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-18,75.4,58.6,66.2,75.4,58.6,66.2,52.9,63.9,0,0,0,,0,0,20.4,14.6,94.4,1021,81.9,6.4,168.8,14.6,6,,2017-06-18T06:32:27,2017-06-18T18:35:16,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2017-06-19,75.2,55.4,65.6,75.2,55.4,65.6,51.7,63.1,0,0,0,,0,0,18.8,15.3,112.5,1022.5,70.4,6.3,162.3,14.1,6,,2017-06-19T06:32:40,2017-06-19T18:35:29,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-20,75.4,59,65.8,75.4,59,65.8,53.6,67,0,0,0,,0,0,17.2,11,57.8,1022.2,81.4,6.3,233.9,20.1,9,,2017-06-20T06:32:53,2017-06-20T18:35:42,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-21,78.9,59.4,67.1,78.9,59.4,67.1,55,68.1,0.079,100,4.17,rain,0,0,17,19.2,90.1,1020.9,76.1,6.3,207.1,17.5,8,,2017-06-21T06:33:06,2017-06-21T18:35:55,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2017-06-22,71.8,57.2,64.2,71.8,57.2,64.2,55.3,74,0,0,0,,0,0,22.4,16.2,77.3,1022.1,82.6,6.6,191.7,16.6,6,,2017-06-22T06:33:19,2017-06-22T18:36:08,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2017-06-23,75.2,59,65.5,75.2,59,65.5,54.5,69.6,0,0,0,,0,0,22.6,11.4,92.6,1023,81.3,6.3,203.8,17.5,7,,2017-06-23T06:33:32,2017-06-23T18:36:21,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-24,75.7,55,65,75.7,55,65,54,70.7,0,0,0,,0,0,22.6,18.5,114.9,1022.7,70.3,6.3,198.1,17.3,7,,2017-06-24T06:33:45,2017-06-24T18:36:34,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-25,76,57.2,66.4,76,57.2,66.4,55.3,70.2,0,0,0,,0,0,20.6,11.7,124.9,1022,66.9,6.5,219.5,19,9,,2017-06-25T06:33:58,2017-06-25T18:36:47,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2017-06-26,68.2,59,62.9,68.2,59,62.9,54.7,75.3,0,0,0,,0,0,21.3,11,140.6,1022.5,76.9,6.5,194.5,16.8,6,,2017-06-26T06:34:10,2017-06-26T18:37:00,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2017-06-27,73.6,55.1,64.8,73.6,55.1,64.8,54.1,70.5,0,0,0,,0,0,19.7,11.6,144.7,1022.3,78.2,6.4,161.7,14.1,5,,2017-06-27T06:34:22,2017-06-27T18:37:13,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-28,71.6,57.4,64,71.6,57.4,64,53.7,71.1,0,0,0,,0,0,19,9.2,106.2,1022.2,79.7,6.3,133.2,11.3,5,,2017-06-28T06:34:34,2017-06-28T18:37:25,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-29,71.8,59.2,65.5,71.8,59.2,65.5,54.5,68.6,0.004,100,4.17,rain,0,0,17.2,11.4,127.7,1023.1,79.2,6.3,166.7,14.3,6,,2017-06-29T06:34:46,2017-06-29T18:37:37,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-06-30,73.4,57.2,64.7,73.4,57.2,64.7,54.3,70.3,0.008,100,8.33,rain,0,0,17.9,16.8,158.5,1021.4,81.5,6.3,144.9,12.5,5,,2017-06-30T06:34:58,2017-06-30T18:37:50,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-07-01,80.6,57.9,67.5,79.9,57.9,67.5,53.3,63.8,0,0,0,,0,0,16.3,13.9,152.4,1021.8,62,6.7,210.4,18.2,8,,2017-07-01T06:35:09,2017-07-01T18:38:02,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-07-02,79,53.3,65.7,79,53.3,65.7,52.7,65.7,0,0,0,,0,0,15,11.4,76,1020.9,59.8,6.3,223.7,19.4,7,,2017-07-02T06:35:20,2017-07-02T18:38:13,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-07-03,76.8,55.6,64.9,76.8,55.6,64.9,54.4,70.2,0,0,0,,0,0,16.8,14,74.4,1021.3,77.2,6.3,208.8,18.2,7,,2017-07-03T06:35:31,2017-07-03T18:38:25,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2017-07-04,64.6,59.2,62.2,64.6,59.2,62.2,55.9,80.2,0.004,100,4.17,rain,0,0,18.1,11.4,118.6,1023.4,87,6.4,153.5,13.2,6,,2017-07-04T06:35:41,2017-07-04T18:38:36,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-07-05,73.6,59,65,73.6,59,65,55.4,72.9,0,0,0,,0,0,20.4,16.7,98.2,1023.2,85.1,6.3,128.4,11.2,4,,2017-07-05T06:35:51,2017-07-05T18:38:47,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-07-06,73.6,59,65.2,73.6,59,65.2,52,64.6,0,0,0,,0,0,24.2,12.8,122,1024.3,82.7,6.4,115.8,9.9,4,,2017-07-06T06:36:01,2017-07-06T18:38:57,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2017-07-07,77.4,55.4,66.1,77.4,55.4,66.1,49.8,60.1,0,0,0,,0,0,18.1,12.6,136.9,1024.2,52.2,6.7,224.4,19.4,8,,2017-07-07T06:36:10,2017-07-07T18:39:08,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-07-08,77.5,51.8,64.9,77.5,51.8,64.9,51,63.5,0,0,0,,0,0,18.3,94.1,166,1023.8,55.6,6.4,210.7,18.2,8,,2017-07-08T06:36:19,2017-07-08T18:39:18,0.47,Partially cloudy,Partly cloudy throughout the day.,wind,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2017-07-09,80.6,54.8,66.8,79.7,54.8,66.7,49.3,56.9,0,0,0,,0,0,18.6,14,155.4,1022.4,53.7,6.5,277.4,23.9,9,,2017-07-09T06:36:27,2017-07-09T18:39:27,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,remote,HKNW,63740099999,63742099999"
kenya,2017-07-10,77.2,53.3,65.5,77.2,53.3,65.5,50.1,60.4,0,0,0,,0,0,15.2,12.2,88.6,1022,36.1,6.5,217.1,18.7,8,,2017-07-10T06:36:35,2017-07-10T18:39:36,0.54,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-07-11,78.8,55.2,65.9,78.8,55.2,65.9,53,65.6,0,0,0,,0,0,15.9,16.6,56.6,1022.4,49.2,6.3,227.2,19.6,8,,2017-07-11T06:36:43,2017-07-11T18:39:45,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-07-12,82.2,57.2,67.1,80.6,57.2,66.9,53.8,67.3,1.142,100,4.17,rain,0,0,21.9,19.1,234.7,1022.6,67.7,6.4,253.3,21.9,8,,2017-07-12T06:36:50,2017-07-12T18:39:53,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-07-13,77,59,65.1,77,59,65.1,58.2,80.2,0.079,100,4.17,rain,0,0,17.4,16.7,73.4,1022.4,79.4,5.9,221.1,19.2,8,,2017-07-13T06:36:56,2017-07-13T18:40:01,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-07-14,73.3,59,65.1,73.3,59,65.1,56.1,73.7,0.004,100,4.17,rain,0,0,16.1,10.3,61.8,1021.9,88.4,6.2,167.9,14.4,6,,2017-07-14T06:37:02,2017-07-14T18:40:09,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-07-15,73.6,55.4,63.7,73.6,55.4,63.7,53.8,72.1,0,0,0,,0,0,20.6,16.3,100.6,1022.3,77.3,6.5,160,13.7,6,,2017-07-15T06:37:08,2017-07-15T18:40:16,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-07-16,77,55.9,65.9,77,55.9,65.9,52.7,64.4,0,0,0,,0,0,18.8,12.8,129.4,1022.6,71.2,6.5,207.2,17.8,8,,2017-07-16T06:37:13,2017-07-16T18:40:22,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-07-17,75.4,57.3,66,75.4,57.3,66,55.1,69.7,0,0,0,,0,0,17.9,17.7,149.2,1023.2,72.4,6.4,221.1,19.2,7,,2017-07-17T06:37:17,2017-07-17T18:40:28,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
kenya,2017-07-18,79,57.2,67,79,57.2,67,51.3,61.8,0,0,0,,0,0,22.4,18.4,120.7,1024.1,52.6,6.5,248.2,21.4,8,,2017-07-18T06:37:21,2017-07-18T18:40:33,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HKJK,HKNW,63740099999,63742099999"
